Project ID,Application Name,Application Namespace,Platform,Version,Version Code,File ID,Test Case,Scan Type,Severity,Risk Override,CVSS Score,Findings,Description,Noncompliant Code Example,Compliant Solution,Business Implication,OWASP,OWASP Mobile Top 10 (2024),CWE,MSTG,OWASP MASVS (v2),OWASP API 2023,ASVS,PCI-DSS,GDPR,NIST SP 800-53,NIST SP 800-171,SAMA,PCI-DSS (v4.0),Created On
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cloud Storage Bucket - Config & Metadata Exposure,API,Untested,,0.0,,"Cloud storage buckets often contain metadata that provides crucial information
about the stored objects, including their structure, size, and access
controls. If bucket configurations or metadata are exposed to unauthorized
users, sensitive information can be compromised. This can result in unwanted
data exposure or assist attackers in further exploiting the storage system.","Here is an example of a non-compliant bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Effect"": ""Allow"",
                ""Principal"": ""*"",
                ""Action"": [
                    ""s3:GetBucketLocation""
                ],
                ""Resource"": [
                    ""arn:aws:s3:::example-bucket""
                ]
            }
        ]
    }
    

The bucket exposes sensitive metadata such as location to all users.","Here is an example of a secure bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Effect"": ""Allow"",
                ""Principal"": {
                    ""AWS"": ""arn:aws:iam::123456789012:role/SecureAccessRole""
                },
                ""Action"": [
                    ""s3:GetBucketLocation""
                ],
                ""Resource"": [
                    ""arn:aws:s3:::example-bucket/*"",
                    ""arn:aws:s3:::example-bucket""
                ]
            }
        ]
    }
    

The bucket restricts access to sensitive metadata such as location.","  * Data Exposure: Sensitive metadata can reveal information about your infrastructure, leading to potential exposure of sensitive data stored in the bucket.
  * Targeted Attacks: Exposing metadata could help attackers understand the bucket structure, allowing them to target specific objects or vulnerabilities.",,,CWE-552,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,4.1,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cloud Storage Bucket - Sensitive Data Leaks,API,Untested,,0.0,,"Improper access control or misconfigurations in cloud storage buckets can lead
to unauthorized access to sensitive files, such as personal information,
financial records, or proprietary business data. If sensitive files are not
properly restricted, they can be accessed by unauthorized users.","Here is an example of a non-compliant bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Effect"": ""Allow"",
                ""Principal"": ""*"",
                ""Action"": [
                    ""s3:GetObject"",
                    ""s3:PutObject"",
                    ""s3:DeleteObject""
                ],
                ""Resource"": ""arn:aws:s3:::example-bucket/backup.db""
            }
        ]
    }
    

The bucket allows unauthorized access to sensitive data.","Here is an example of a secure bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Effect"": ""Allow"",
                ""Principal"": {
                    ""AWS"": ""arn:aws:iam::123456789012:role/BackupRole""
                },
                ""Action"": [
                    ""s3:GetObject""
                ],
                ""Resource"": ""arn:aws:s3:::example-bucket/backup.db""
            }
        ]
    }
    

The bucket allows sensitive data to be accessed only by authorized users.","  * Data Breaches: Exposure of sensitive files can lead to data breaches, compromising confidential business or personal information.
  * Regulatory Non-Compliance: Inadequate protection of sensitive data can result in violations of data protection laws (e.g., GDPR, CCPA), leading to penalties.",,,CWE-552,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,4.1,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Hooking Detection,Dynamic,Untested,,0.0,,"Hooking is a technique where an external piece of code intercepts or
manipulates the normal execution flow of an application or the operating
system. While legitimate uses of hooking exist, such as for debugging and
development purposes, malicious applications may use hooking to compromise the
security and integrity of the system. Hooking detection is a technique to
detect whether an application is being hooked at run time.",,"To implement a hooking detection solution, the following code (in Java or
Kotlin) can be used to enumerate packages and figure out malicious tools. This
should be used in conjunction with the native (C/C++) code to make detection
more stronger and efficient.

Java:

    
    
    function checkSuspiciousMethodsinStackTrace() {
    try {
        Set libraries = new HashSet();
        String mapsFilename = ""/proc/"" + android.os.Process.myPid() + ""/maps"";
        BufferedReader reader = new BufferedReader(new FileReader(mapsFilename));
        String line;
        while((line = reader.readLine()) != null) {
            if (line.endsWith("".so"") || line.endsWith("".jar"")) {
                int n = line.lastIndexOf("" "");
                libraries.add(line.substring(n + 1));
            }
        }
        for (String library : libraries) {
            if(library.contains(""com.saurik.substrate"")) {
                Log.wtf(""HookDetection"", ""Substrate shared object found: "" + library);
            }
            if(library.contains(""XposedBridge.jar"")) {
                Log.wtf(""HookDetection"", ""Xposed JAR found: "" + library);
            }
        }
        reader.close();
    }
    catch (Exception e) {
        Log.wtf(""HookDetection"", e.toString());
    }
    }
    function checkSuspiciousPackagesInstalled() {
        PackageManager packageManager = context.getPackageManager();
    List applicationInfoList  = packageManager.getInstalledApplications(PackageManager.GET_META_DATA);
    for(ApplicationInfo applicationInfo : applicationInfoList) {
        if(applicationInfo.packageName.equals(""de.robv.android.xposed.installer"")) {
            Log.wtf(""HookDetection"", ""Xposed found on the system."");
        }
        if(applicationInfo.packageName.equals(""com.saurik.substrate"")) {
            Log.wtf(""HookDetection"", ""Substrate found on the system."");
        }
    }
    }
    

Kotlin:

    
    
    import android.content.pm.ApplicationInfo
    import android.content.pm.PackageManager
    import android.util.Log
    import java.io.BufferedReader
    import java.io.FileReader
    import java.util.HashSet
    fun checkSuspiciousMethodsInStackTrace() {
        try {
            val libraries = mutableSetOf<String>()
            val mapsFilename = ""/proc/${android.os.Process.myPid()}/maps""
            val reader = BufferedReader(FileReader(mapsFilename))
            var line: String?
            while (reader.readLine().also { line = it } != null) {
                if (line!!.endsWith("".so"") || line.endsWith("".jar"")) {
                    val n = line!!.lastIndexOf("" "")
                    libraries.add(line!!.substring(n + 1))
                }
            }
            for (library in libraries) {
                if (library.contains(""com.saurik.substrate"")) {
                    Log.wtf(""HookDetection"", ""Substrate shared object found: $library"")
                }
                if (library.contains(""XposedBridge.jar"")) {
                    Log.wtf(""HookDetection"", ""Xposed JAR found: $library"")
                }
            }
            reader.close()
        } catch (e: Exception) {
            Log.wtf(""HookDetection"", e.toString())
        }
    }
    fun checkSuspiciousPackagesInstalled(context: Context) {
        val packageManager: PackageManager = context.packageManager
        val applicationInfoList: List<ApplicationInfo> = packageManager.getInstalledApplications(PackageManager.GET_META_DATA)
        for (applicationInfo in applicationInfoList) {
            if (applicationInfo.packageName == ""de.robv.android.xposed.installer"") {
                Log.wtf(""HookDetection"", ""Xposed found on the system."")
            }
            if (applicationInfo.packageName == ""com.saurik.substrate"") {
                Log.wtf(""HookDetection"", ""Substrate found on the system."")
            }
        }
    }
    

Native (via Java Native Interface) in C/C++:

    
    
    static char keyword[] = ""LIBFRIDA"";
    num_found = 0;
    int scan_executable_segments(char * map) {
        char buf[512];
        unsigned long start, end;
        sscanf(map, ""%lx-%lx %s"", &start, &end, buf);
        if (buf[2] == 'x') {
            return (find_mem_string(start, end, (char*)keyword, 8) == 1);
        } else {
            return 0;
        }
    }
    void scan() {
        if ((fd = my_openat(AT_FDCWD, ""/proc/self/maps"", O_RDONLY, 0)) >= 0) {
        while ((read_one_line(fd, map, MAX_LINE)) > 0) {
            if (scan_executable_segments(map) == 1) {
                num_found++;
            }
        }
        if (num_found > 1) {
            /* Frida Detected */
        }
    }
    boolean is_frida_server_listening() {
        struct sockaddr_in sa;
        memset(&sa, 0, sizeof(sa));
        sa.sin_family = AF_INET;
        sa.sin_port = htons(27042);
        inet_aton(""127.0.0.1"", &(sa.sin_addr));
        int sock = socket(AF_INET , SOCK_STREAM , 0);
        if (connect(sock , (struct sockaddr*)&sa , sizeof sa) != -1) {
        /* Frida server detected. Do something… */
        }
    }
    public boolean checkRunningProcesses() {
    boolean returnValue = false;
    // Get currently running application processes
    List<RunningServiceInfo> list = manager.getRunningServices(300);
    if(list != null){
        String tempName;
        for(int i=0;i<list.size();++i){
        tempName = list.get(i).process;
        if(tempName.contains(""fridaserver"")) {
            returnValue = true;
        }
        }
    }
    return returnValue;
    }
    ","Malicious applications may use hooking to compromise the security and
integrity and bypass buiness logic checks performed by the application.",,M7,CWE-693,MSTG-RESILIENCE-1,MASVS-RESILIANCE-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,CORS Misconfigurations: Dynamic Origin in response headers,API,Untested,,0.0,,"Improper or unsafe regex patterns in CORS validation may allow unintended
origins to bypass security controls. Attackers can exploit these patterns to
access sensitive resources or interact with APIs in an unauthorized manner.","
    from flask import Flask, jsonify, make_response
    
    app = Flask(__name__)
    # Strict Regex Validation hasn't been implemented
    allowed_origin_regex = r'^https?://.*example'
    
    @app.route('/example', methods=['GET'])
    def example():
        origin = request.headers.get('Origin')
        response = make_response(jsonify({""message"": ""Non-Compliant Example""}))
        if re.match(allowed_origin_regex, origin):
            response.headers['Access-Control-Allow-Origin'] = origin
        return response
    ","
    from flask import Flask, request, jsonify, make_response
    
    app = Flask(__name__)
    # Strict Regex Validation has been implemented
    allowed_origin_pattern = r'^https:\/\/(www\.)?example\.com$'
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Compliant Example""}))
        origin = request.headers.get('Origin')
        if origin and re.match(allowed_origin_pattern, origin):
            response.headers['Access-Control-Allow-Origin'] = origin
            response.headers['Access-Control-Allow-Credentials'] = 'true'
        return response
    ","Regex-based validation can introduce flaws, allowing unauthorized access to
APIs and exposing the organization to data leaks and compliance issues.",,,CWE-942,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,CORS Misconfigurations: Reflected Origin in response headers,API,Untested,,0.0,,"Insecure CORS configurations may return the Origin header from the request as
the value for Access-Control-Allow-Origin, which can be exploited by attackers
who control specific origins. This reflection can expose sensitive data to
unauthorized parties.","
    from flask import Flask, request, jsonify, make_response
    
    app = Flask(__name__)
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Non-Compliant Example""}))
        # Reflecting the Origin header without validation
        origin = request.headers.get('Origin')
        response.headers['Access-Control-Allow-Origin'] = origin
        return response
    ","
    from flask import Flask, request, jsonify, make_response
    
    app = Flask(__name__)
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Compliant Example""}))
        allowed_origin = 'https://trusted-origin.com'
        response.headers['Access-Control-Allow-Origin'] = allowed_origin
        return response
    ","Reflecting the Origin header can lead to unauthorized cross-origin requests.
If sensitive data is accessible via CORS, attackers can abuse this
misconfiguration to access resources from malicious sites, compromising
confidentiality and integrity.",,,CWE-942,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,CORS Misconfigurations: Null Origin in response headers,API,Untested,,0.0,,"Allowing the null origin in CORS headers means the server permits access to
requests from insecure contexts. These contexts often lack proper security
mechanisms, such as sandboxed environments or file-based requests, which
attackers can exploit to gain unauthorized access to APIs.","
    from flask import Flask, request, jsonify, make_response
    
    app = Flask(__name__)
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Non-Compliant Example""}))
        # Allowing null origin
        response.headers['Access-Control-Allow-Origin'] = 'null'
        return response
    ","
    from flask import Flask, request, jsonify, make_response
    
    app = Flask(__name__)
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Compliant Example""}))
        allowed_origin = 'https://example.com'
        response.headers['Access-Control-Allow-Origin'] = allowed_origin
        return response
    ","Allowing null origins can lead to unauthorized access from insecure
environments, resulting in sensitive data exposure and regulatory non-
compliance.",,,CWE-942,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,JWT None algorithm,API,Untested,,0.0,,"The JWT ""none"" algorithm vulnerability occurs when a server accepts JWTs
without verifying their signature. This means that an attacker could
potentially forge a JWT with arbitrary claims and gain unauthorised access.
This issue is particularly problematic if the server does not properly
validate the presence of a signature or if it accepts tokens with an algorithm
set to ""none"". The scanner identifies APIs that are vulnerable by sending JWTs
with the ""none"" algorithm and checking if the server accepts these tokens
without signature validation","A non-compliant implementation is one that accepts JWTs with the ""none""
algorithm or fails to verify the signature. Here is an example of such
vulnerable code:

    
    
    import jwt
    
    def validate_jwt(token):
        try:
            # Decode token without verifying signature (vulnerable to ""none"" algorithm attack)
            decoded_token = jwt.decode(token, options={""verify_signature"": False})
            return decoded_token
        except jwt.InvalidTokenError:
            # Handle invalid token
            return None
    ","A compliant implementation of JWT validation ensures that tokens are signed
using a secure algorithm and that the server properly verifies the signature.
Below is an example of compliant code using the HS256 algorithm for HMAC:

    
    
    import jwt
    
    # Secret key for signing
    SECRET_KEY = 'your-secret-key'
    
    def validate_jwt(token):
        try:
            # Decode and verify the token using HS256 algorithm
            decoded_token = jwt.decode(token, SECRET_KEY, algorithms=['HS256'])
            return decoded_token
        except jwt.InvalidTokenError:
            # Handle invalid token
            return None
    ","Using ""none"" algorithm in the JSON Web Tokens (JWT) raises some serious
security risks such as:

  * Security Risks: Easily spoofed tokens, leading to unauthorized access.
  * Trust Issues: Clients may distrust the system’s integrity.
  * Regulatory Compliance: Potential non-compliance with data protection laws.
  * Incident Response Costs: Significant costs associated with breaches and recovery.",,,CWE-345,,,API2:2023,V5.1.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Forbidden Error Bypass,API,Untested,,0.0,,"The 403 Bypass occurs when an attacker finds a way to access resources that
should be restricted, despite receiving a 403 Forbidden status code. This can
happen due to improper security controls, misconfigured API gateways, or flaws
in access control mechanisms.","
    {
        ""status"": 200,
        ""message"": ""Success"",
        ""data"": ""leaked_data_here""
    }
    ","
    {
            ""status"": 403,
            ""message"": ""Access to this resource is forbidden."",
            ""details"": ""You do not have the necessary permissions to access this resource.
    }
    ","A successful 403 bypass attack allows unauthorized users to access restricted
resources. This has severe implications for any business:

  * Data Breaches: Sensitive information such as customer data, financial records, or intellectual property may be exposed.
  * Compliance Violations: Regulations such as PCI DSS, HIPAA, and GDPR require strict access control measures. A breach could result in non-compliance, leading to heavy fines and penalties.
  * Loss of Trust: Customers and stakeholders lose confidence in the organization's ability to protect their data, leading to reputational damage.",,,"CWE-863, CWE-285",,,API8:2023,,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Android Developer Bridge(ADB) status detection,Dynamic,Untested,,0.0,,"Implementing ADB detection in Android applications is crucial to ensure
security and prevent unauthorized access to sensitive features and data. ADB
detection enhances app security by guarding against unintended exposure,
unauthorized access, and tampering. By detecting and responding to the
enabling of ADB on the device, you can prevent unauthorized access and protect
sensitive data.",,"To detect whether ADB (Android Debug Bridge) debugging is enabled on an
Android device, you can use the Settings.Global API in Android. Here’s how you
can do it in Java or Kotlin.

Java:

public class MainActivity extends AppCompatActivity { @Override protected void
onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState);
setContentView(R.layout.activity_main);

    
    
        if (isAdbEnabled(this)) {
            // show a warning and exit the app
        } else {
            // continue the app...
        }
    }
    
    public static boolean isAdbEnabled(Context context) {
        int adb = Settings.Global.getInt(context.getContentResolver(), Settings.Global.ADB_ENABLED, 0);
        return adb == 1;
    }
    

}

Kotlin:

class MainActivity : AppCompatActivity() { override fun
onCreate(savedInstanceState: Bundle?) { super.onCreate(savedInstanceState)
setContentView(R.layout.activity_main)

    
    
        if (isAdbEnabled(this)) {
            // show a warning and exit the app
        } else {
            // continue the app...
        }
    }
    
    private fun isAdbEnabled(context: Context): Boolean {
        val adb = Settings.Global.getInt(context.contentResolver, Settings.Global.ADB_ENABLED, 0)
        return adb == 1
    }
    

}","Running an application in ADB enabled environment can expose security risks,
impact performance, and affect user experience.",,M6,"CWE-284, CWE-541, CWE-532",MSTG-RESILIENCE-2,MASVS-RESILIANCE-1,,"V1.4.4, V1.8.2",,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Android Developer options status detection,Dynamic,Untested,,0.0,,"Implementing Developer options protection in Android applications is crucial
to ensure security and prevent unauthorized access to sensitive features and
data. Implementing Developer option protection in your Android application
enhances its security and integrity. By detecting and responding to the
enabling of developer options, you can prevent unauthorized access and protect
sensitive data.",,"To detect whether Developer Options are enabled on an Android device, you can
use the Settings.Global API in Android. Here’s how you can do it in Java or
Kotlin.

Java:

public class MainActivity extends AppCompatActivity { @Override protected void
onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState);
setContentView(R.layout.activity_main);

    
    
        if (isDeveloperOptionsEnabled(this)) {
            // show a warning and exit the app
        } else {
            // continue the app...
        }
    }
    
    public static boolean isDeveloperOptionsEnabled(Context context) {
        int devOptions = Settings.Global.getInt(context.getContentResolver(), Settings.Global.DEVELOPMENT_SETTINGS_ENABLED, 0);
        return devOptions == 1;
    }
    

}

Kotlin:

class MainActivity : AppCompatActivity() { override fun
onCreate(savedInstanceState: Bundle?) { super.onCreate(savedInstanceState)
setContentView(R.layout.activity_main)

    
    
        if (isDeveloperOptionsEnabled(this)) {
            // show a warning and exit the app
        } else {
            // continue the app...
        }
    }
    
    private fun isDeveloperOptionsEnabled(context: Context): Boolean {
        val devOptions = Settings.Global.getInt(context.contentResolver, Settings.Global.DEVELOPMENT_SETTINGS_ENABLED, 0)
        return devOptions == 1
    }
    

}","Running an application in Developer options enabled environment can expose
security risks, impact performance, and affect user experience.",,M6,"CWE-284, CWE-541, CWE-532",MSTG-RESILIENCE-2,MASVS-RESILIANCE-1,,"V1.4.4, V1.8.2",,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Root Detection,Dynamic,Untested,,0.0,,"Since a rooted device is much more at risk of being compromised, it is
important to know about it. Detecting whether the device is rooted or not is
essential for further security measures.",,"
    import android.content.Context;
    import android.content.pm.ApplicationInfo;
    import android.content.pm.PackageInfo;
    import android.content.pm.PackageManager;
    import android.util.Log;
    import android.content.pm.PackageManager;
    import java.io.BufferedReader;
    import java.io.File;
    import java.io.InputStreamReader;
    import java.util.List;
    
    public class RootCheck {
        private static Context mContext;
        private static final String TAG = ""RootCheck"";
        private String[] binaryPaths= {
                ""/data/local/"",
                ""/data/local/bin/"",
                ""/data/local/xbin/"",
                ""/sbin/"",
                ""/su/bin/"",
                ""/system/bin/"",
                ""/system/bin/.ext/"",
                ""/system/bin/failsafe/"",
                ""/system/sd/xbin/"",
                ""/system/usr/we-need-root/"",
                ""/system/xbin/"",
                ""/system/app/Superuser.apk"",
                ""/cache"",
                ""/data"",
                ""/dev""
        };
    
        private String[] dangerousPackages = {
                ""com.devadvance.rootcloak"",
                ""com.devadvance.rootcloakplus"",
                ""com.koushikdutta.superuser"",
                ""com.thirdparty.superuser"",
                ""com.topjohnwu.magisk"",
                ""org.lsposed.manager"",
                ""com.devadvance.rootcloak2""
        };
    
        RootCheck(Context ct) {
            mContext = ct;
        }
    
        public String rootBeerCheck() {
            if(DetectTestKeys() || checkSuExists() || checkForBusyBoxBinary() || checkForSuBinary() || checkPackages(mContext))
                return ""DEVICE IS ROOTED!"";
            else
                return ""DEVICE IS NOT ROOTED"";
        }
    
        private boolean DetectTestKeys()  {
            String buildTags = android.os.Build.TAGS;
            return buildTags != null && buildTags.contains(""test-keys"");
        }
    
        private boolean checkForBinary(String filename) {
            for (String path : binaryPaths) {
                File f = new File(path, filename);
                boolean fileExists = f.exists();
                if (fileExists) {
                    return true;
                }
            }
            return false;
        }
    
        private boolean checkForSuBinary() {
            return checkForBinary(""su"");    //checking for su binary
        }
    
        private boolean checkForBusyBoxBinary() {
            return checkForBinary(""busybox""); //checking for busybox
        }
    
        private boolean checkSuExists() {
            Process process = null;
            try {
                process = Runtime.getRuntime().exec(new String[]
                        {""/system /xbin/which"", ""su""}); //Checking if su binary exists
                BufferedReader in = new BufferedReader(
                        new InputStreamReader(process.getInputStream()));
                String line = in.readLine();
                process.destroy();
                return line != null;
            } catch (Exception e) {
                if (process != null) {
                    process.destroy();
                }
                return false;
            }
        }
    
        private boolean checkPackages(Context ctx)  {
            PackageManager pm = ctx.getPackageManager();
            for(String name:dangerousPackages){
                if(isPackageInstalled(name,pm)){    //Checking if dangerous applications are installed
                    return true;
                }
            }
            return false;
        }
    
        private boolean isPackageInstalled(String packageName, PackageManager packageManager) {
            try {
                return packageManager.getApplicationInfo(packageName, 0).enabled;
            } catch (PackageManager.NameNotFoundException e) {
                return false;
            }
        }
    
    }
    ","In the event, if an attacker can install a malicious application on the device
then an attacker can perform malicious activities which can result in
compromising the victim's data.",,M7,CWE-693,MSTG-RESILIENCE-1,MASVS-RESILIANCE-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure Biometric Authentication,Manual,Untested,,0.0,,"Biometric authentication bypass is possible if application logic not using the
crypto object in the biometric authentication callback.","The vulnerable implementations usually included something similar to the code
shown below:

    
    
    biometricPrompt = new BiometricPrompt(MyActivity.this, executor, new BiometricPrompt.AuthenticationCallback() {
        @Override
        public void onAuthenticationSucceeded(BiometricPrompt.AuthenticationResult result) {
            super.onAuthenticationSucceeded(result);
            accessGranted();
        }
        ...
    });
    ...
    biometricPrompt.authenticate(promptInfo);
    

The code listed above does not use the CryptoObject passed in the
`AuthenticationResult`, instead it just assumes that authentication was
successful since `onAuthenticationSucceeded` was called.","  1. Create the Android keystore key with `setUserAuthenticationRequired` and `setInvalidatedByBiometricEnrollment` set to `true`. Additionally, `setUserAuthenticationParameters`'s timeout param should be set to `0`
  2. Initialize cipher object with keystore key created above.
  3. Create `BiometricPrompt.CryptoObject` using cipher object from previous step.
  4. Implement `BiometricPrompt.AuthenticationCallback.onAuthenticationSucceeded` callback which will retrieve cipher object from the parameter and use this cipher object to decrypt some other crucial data such as session key, or a secondary symmetric key which will be used to decrypt application data.
  5. Call `BiometricPrompt.authenticate` function with crypto object and callbacks created in steps 3 and 4.

Here is a sample implementation:

    
    
    biometricPrompt = new BiometricPrompt(MyActivity.this, executor, new BiometricPrompt.AuthenticationCallback() {
        @Override
        public void onAuthenticationSucceeded(BiometricPrompt.AuthenticationResult result) {
            super.onAuthenticationSucceeded(result);
            BiometricPrompt.CryptoObject cryptoObject = result.getCryptoObject();
    
            // Use cryptoObject for grant access logic
            Cipher cipher = cryptoObject.getCipher();
            cryptedInfo = cipher.doFinal(info);
            accessGranted(cryptedInfo);
        }
        ...
    });
    ...
    KeyGenParameterSpec keyGenParameterSpec = new KeyGenParameterSpec.Builder(KEY_NAME, KeyProperties.PURPOSE_ENCRYPT | KeyProperties.PURPOSE_DECRYPT)
        .setUserAuthenticationRequired(true)
        .setInvalidatedByBiometricEnrollment(true)
        .setUserAuthenticationParameters(0, KeyProperties.AUTH_BIOMETRIC_STRONG)
        .build()
    
    KeyGenerator keyGenerator = KeyGenerator.getInstance(algorithm, ""AndroidKeyStore"");
    keyGenerator.init(keyGenParameterSpec);
    keyGenerator.generateKey();
    ...
    Cipher cipher = Cipher.getInstance(transformation);
    SecretKey secretKey = ((SecretKey) keyStore.getKey(KEY_NAME, password));
    cipher.init(mode, secretKey);
    biometricPrompt.authenticate(promptInfo, new BiometricPrompt.CryptoObject(cipher));
    ","In the event that an anonymous user is able to bypass biometric authentication
to gain privileged access to application can result in loss of sensitive
information.",,M3,CWE-1299,MSTG-AUTH-8,MASVS-AUTH-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,"8.2, 8.3, 8.4, 8.5, 8.6, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,SSL/TLS Renegotiation Vulnerability,API,Untested,,0.0,,"SSL/TLS Renegotiation an attacker can arrange to inject traffic into a
legitimate client-server exchange such that the TLS server will accept it as
if it came from the client. This may allow the attacker to execute operations
on the server using the client's credentials",,Disable SSL/TLS renegotiation in the server.,,,,CWE-757,,,API9:2023,"V9.1.1, V9.1.2, V9.1.3",,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 6.4",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,TLS ROBOT Attack,API,Untested,,0.0,,"An attacker can passively record the traffic and later on decrypt it. Even
though forward secrecy is enabled, the risk depends on how fast an attacker is
able to perform the attack. Also, a server impersonation or a man-in-the-
middle attack is possible",,"Ensure you have no vulnerable applications on your SSL stack. If you do have
any vulnerable applications, make sure that you applied the related fix
released by the vendor (if any available).

RSA encryption modes are so risky that the only safe course of action is to
disable them. These encryption modes also lack forward secrecy. Thus we
strongly recommend, as a preventive measure, to disable all the TLS_RSA cipher
suites on your SSL stack (except for the ones that have DHE or ECDHE in their
name).",,,,CWE-310,,,API8:2023,"V9.1.1, V9.1.2, V9.1.3",,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 6.4",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,TLS/SSL CRIME Attack,API,Untested,,0.0,,"CRIME (Compression Ratio Info-leak Made Easy) is a security exploit against
secret web cookies over connections using the HTTPS and SPDY protocols that
also use data compression",,"CRIME can be defeated by preventing the use of compression, and disabling the
compression of SPDY requests, or by the website preventing the use of data
compression on such transactions using the protocol negotiation features of
the TLS protocol. As detailed in The Transport Layer Security (TLS) Protocol
Version 1.2, the client sends a list of compression algorithms in its
ClientHello message, and the server picks one of them and sends it back in its
ServerHello message. The server can only choose a compression method the
client has offered, so if the client only offers 'none' (no compression), the
data will not be compressed.

Similarly, since 'no compression' must be allowed by all TLS clients, a server
can always refuse to use compression.",,,,CWE-310,,,API8:2023,"V9.1.1, V9.1.2, V9.1.3",,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 6.4",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,TLS Protocol Downgrade Attack,API,Untested,,0.0,,"To work with legacy servers, many TLS clients implement a downgrade path, in a
first handshake attempt, offer the highest protocol version supported by the
client; if this handshake fails, then retry (possibly repeatedly) with earlier
protocol versions.",,"To mitigate the Protocol Downgrade attack, one have to completely disable SSL
3.0 on the server side and server implementation of TLS_FALLBACK_SCSV will
make downgrade attacks impossible.",,,,CWE-757,,,API8:2023,"V9.1.1, V9.1.2, V9.1.3",,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 6.4",2025-10-30 07:30:08.953149+00:00
